local,visita,goles_local,goles_visita,torneo_id,temporada,importancia,fecha,elo_local,elo_visita
Tajikistan,Philippines,0,0,1,2024,1,,1205.8049434151344,1077.399236975833
Malaysia,Lebanon,1,0,1,2024,1,,1122.9900154263644,1094.3111528415138
Gambia,Tunisia,1,2,1,2024,1,,1151.0188569259094,1446.6573379242452
Saint Vincent and the Grenadines,Montserrat,2,0,1,2024,1,,1079.367014001534,922.3263225636072
Bonaire,El Salvador,1,2,1,2024,1,,1084.6746587630512,1206.0023388727259
Portugal,Scotland,2,1,1,2024,1,,1749.0567546102734,1490.2244055361568
Croatia,Poland,1,0,1,2024,1,,1681.7541449089956,1520.9758562784555
Denmark,Serbia,2,0,1,2024,1,,1618.3450299716378,1507.3264380300127
Switzerland,Spain,1,4,1,2024,1,,1634.8813012417934,1862.687995379606
Slovakia,Azerbaijan,2,0,1,2024,1,,1486.7687702881958,1156.8124424055115
Sweden,Estonia,3,0,1,2024,1,,1507.7124607653298,1130.6017957327226
Luxembourg,Belarus,0,1,1,2024,1,,1239.7938552289118,1224.3791521272772
Bulgaria,Northern Ireland,1,0,1,2024,1,,1258.8024005200573,1348.8439042526768
Gibraltar,Liechtenstein,2,2,1,2024,1,,818.4776981016776,793.6399981198093
India,Syria,0,3,1,2024,1,,1084.1705021378425,1263.9328257784584
Madagascar,Comoros,1,1,1,2024,1,,1204.0546106248394,1189.0364701573203
Morocco,Lesotho,1,0,1,2024,1,,1740.6250983955663,1060.9540356309417
Equatorial Guinea,Togo,2,2,1,2024,1,,1209.8020594853842,1164.0583347076458
Niger,Ghana,1,1,1,2024,1,,1152.8737056298253,1362.4966860686575
Angola,Sudan,2,1,1,2024,1,,1157.101451817421,1171.7972445179992
Ethiopia,DR Congo,0,2,1,2024,1,,1084.6618207396273,1154.3922170987441
Uganda,Congo,2,0,1,2024,1,,1243.7972781623964,1109.5748969249735
Burundi,Senegal,0,1,1,2024,1,,1111.9350438246502,1186.9199133347922
Guadeloupe,Suriname,1,0,1,2024,1,,1116.1500161222743,1136.299110041208
Martinique,Guyana,2,2,1,2024,1,,1118.87470754829,1055.5218678835288
Guatemala,Costa Rica,0,0,1,2024,1,,1145.9695548375694,1438.5594458544717
Curaçao,Saint Martin,4,0,1,2024,1,,1103.5093246886738,1105.1554488840268
Grenada,Saint Lucia,1,2,1,2024,1,,986.6981118852245,1099.5062908636382
Haiti,Sint Maarten,6,0,1,2024,1,,1273.4383432357467,1093.0890203756064
Puerto Rico,Aruba,1,0,1,2024,1,,1023.5076910639146,892.9997782823443
France,Belgium,2,0,1,2024,1,,1850.9889719251898,1728.8585677379529
Israel,Italy,1,2,1,2024,1,,1324.464151724965,1697.7860527943856
Norway,Austria,2,1,1,2024,1,,1557.2786800878575,1626.8329978901977
Slovenia,Kazakhstan,3,0,1,2024,1,,1472.5588073062695,1198.9875186646264
Montenegro,Wales,1,2,1,2024,1,,1302.412425409199,1506.2750676475473
Türkiye,Iceland,3,1,1,2024,1,,1548.265947742046,1341.9605183177034
Cyprus,Kosovo,0,4,1,2024,1,,1098.0140256900534,1299.2865509254627
Romania,Lithuania,3,1,1,2024,1,,1162.9827722106656,1074.2353163614514
Samoa,Tonga,2,1,1,2024,1,,884.5767413213549,829.7666276549984
Mexico,Canada,0,0,0,2024,0,,1675.6116010295505,1563.8206008492286
Moldova,San Marino,1,0,0,2024,0,,1051.64746195133,726.321672485891
USA,New Zealand,1,1,0,2024,0,,1670.8504409026527,1282.2523407541794
Vietnam,Thailand,1,2,0,2024,0,,1198.023251916526,1241.763233494258
Cambodia,Sri Lanka,2,2,1,2024,1,,909.8227480045365,1076.3116566890028
Macau,Brunei,0,1,1,2024,1,,838.5059059545325,876.9907968457605
Mongolia,Timor-Leste,2,0,1,2024,1,,859.4143011284724,833.0713232138914
Gabon,Central African Republic,2,0,1,2024,1,,1256.4658057016031,1098.7143742256728
Botswana,Egypt,0,4,1,2024,1,,1070.0102001875437,1558.2757021825416
Cabo Verde,Mauritania,2,0,1,2024,1,,1380.641098323307,1174.8727640309144
Rwanda,Nigeria,0,0,1,2024,1,,1127.552519004158,1547.265978583636
Benin,Libya,2,1,1,2024,1,,1234.2210568289954,1202.3246193031778
Liberia,Algeria,0,3,1,2024,1,,1086.4582009353064,1541.0961037987925
Zambia,Sierra Leone,3,2,1,2024,1,,1260.6218336543443,1149.0675401054953
Chad,Ivory Coast,0,2,1,2024,1,,907.1649863202156,1557.4192414739987
Guinea,Tanzania,1,2,1,2024,1,,1295.0456330905897,1195.1103343147452
Mozambique,Guinea-Bissau,2,1,1,2024,1,,1222.9564306431673,1132.0643867754043
Eswatini,Mali,0,1,1,2024,1,,970.5963078027128,1443.142152231351
Namibia,Kenya,1,2,1,2024,1,,1160.1529675344004,1179.2650367262343
South Sudan,South Africa,2,3,1,2024,1,,1088.967631769875,1163.3433306188847
Burkina Faso,Malawi,3,1,1,2024,1,,1369.5036079320007,1131.3185596990147
Cuba,Nicaragua,1,1,1,2024,1,,1006.7956303088848,1132.5085258892507
Trinidad and Tobago,French Guiana,0,0,1,2024,1,,1240.3676802501677,1091.9695542574216
Honduras,Jamaica,1,2,1,2024,1,,1366.7125709577056,1364.3466478291293
Dominican Republic,Dominica,2,0,1,2024,1,,1081.292698691813,915.1201162807199
Antigua and Barbuda,Bermuda,0,1,1,2024,1,,954.559205600083,971.7240904488231
United States Virgin Islands,Barbados,0,3,1,2024,1,,1054.100306691364,894.8858036731291
Belize,Anguilla,1,0,1,2024,1,,918.6396967655404,767.0435145995614
Saint Kitts and Nevis,British Virgin Islands,2,0,1,2024,1,,1086.378670379571,785.6079290963099
Hungary,Bosnia and Herzegovina,0,0,1,2024,1,,1510.4543964549941,1346.0563270753435
Netherlands,Germany,2,2,1,2024,1,,1189.102402166059,1729.0902862178355
Albania,Georgia,0,1,1,2024,1,,1391.0690230861005,1384.5839234415805
Czechia,Ukraine,3,2,1,2024,1,,1476.6348179874742,1546.82522346122
England,Finland,2,0,1,2024,1,,1821.0236178652274,1336.0384234968826
Ireland,Greece,0,2,1,2024,1,,1111.4415847180558,1462.7446967740875
Latvia,Faroe Islands,1,0,1,2024,1,,1074.1593336246094,1109.9359602490997
North Macedonia,Armenia,2,0,1,2024,1,,1120.690101390767,1194.9282034106348
Andorra,Malta,0,1,1,2024,1,,937.1186516003717,996.9916950061605
Colombia,Argentina,2,1,1,2024,1,,1745.4521040036527,1895.8086368348343
Ecuador,Peru,1,0,1,2024,1,,1577.2038348476176,1455.5066543054636
Chile,Bolivia,1,2,1,2024,1,,1469.9748901424516,1323.8623684123272
Venezuela,Uruguay,0,0,1,2024,1,,1494.496276367971,1667.1939947273254
Paraguay,Brazil,1,0,1,2024,1,,1496.257805810779,1752.9168845837048
North Korea,Qatar,2,2,1,2024,1,,1158.9989572239713,1421.099435361769
Kyrgyzstan,Uzbekistan,2,3,1,2024,1,,1103.4354450012793,1462.1251347861605
United Arab Emirates,Iran,0,1,1,2024,1,,1152.8550735153053,1604.4526459711303
Oman,South Korea,1,3,1,2024,1,,1154.752958342628,1568.3957260239301
Kuwait,Iraq,0,0,1,2024,1,,1119.533801751844,1435.0973081577301
Palestine,Jordan,1,3,1,2024,1,,1218.233840456041,1378.7616374167421
Bahrain,Japan,0,5,1,2024,1,,1245.949860824002,1670.4492235950647
Indonesia,Australia,0,0,1,2024,1,,1171.4441862581527,1166.9466337369042
China,Saudi Arabia,1,2,1,2024,1,,1116.779704456211,1401.806991584522
Zimbabwe,Cameroon,0,0,1,2024,1,,1114.7557921283465,1441.0169382479567
Brunei,Timor-Leste,0,1,1,2024,1,,881.4392088314889,828.4497043325018
Barbados,United States Virgin Islands,5,0,1,2024,1,,902.0291130827131,1046.9569972817799
Belize,Anguilla,1,0,1,2024,1,,921.5867125237431,764.0964988413587
Saint Kitts and Nevis,British Virgin Islands,3,1,1,2024,1,,1087.882787526456,784.1038119494251
Liechtenstein,Hong Kong,1,0,0,2024,0,,793.996833678145,1015.7546374415989
Myanmar,Sri Lanka,2,0,0,2024,0,,1003.4123056647664,1074.0836688973407
Cabo Verde,Botswana,0,1,1,2024,1,,1382.9835428545207,1069.4427036473069
Algeria,Togo,5,1,1,2024,1,,1541.7765595915341,1164.712862192208
Ghana,Sudan,0,0,1,2024,1,,1359.7995640206836,1166.5858810963723
DR Congo,Tanzania,1,0,1,2024,1,,1158.4019762844537,1201.510126210593
Namibia,Zimbabwe,0,1,1,2024,1,,1155.4277352277309,1118.4297311393195
Burkina Faso,Burundi,4,1,1,2024,1,,1371.5280243474972,1107.9977141548882
Cuba,Trinidad and Tobago,2,2,1,2024,1,,1008.5297584670843,1238.3531046850412
French Guiana,Honduras,2,3,1,2024,1,,1093.984129822548,1361.678523113195
Nicaragua,Jamaica,0,2,1,2024,1,,1130.774397731051,1369.3806956736398
Bonaire,Montserrat,0,1,1,2024,1,,1081.353028650969,919.4440283792029
Saint Vincent and the Grenadines,El Salvador,2,3,1,2024,1,,1082.2493081859384,1209.323968984808
Israel,France,1,4,1,2024,1,,1323.4199173904874,1854.3003595303378
Italy,Belgium,2,2,1,2024,1,,1698.8302871288631,1725.547180132805
England,Greece,1,2,1,2024,1,,1821.6013073049262,1463.9135484381932
Finland,Ireland,1,2,1,2024,1,,1335.4607340571838,1110.27273305395
Austria,Kazakhstan,4,0,1,2024,1,,1620.8451919039505,1197.272190925033
Norway,Slovenia,3,0,1,2024,1,,1563.2664860741047,1474.2741350458627
Latvia,North Macedonia,0,3,1,2024,1,,1079.6723885532842,1126.7425056420182
Faroe Islands,Armenia,2,2,1,2024,1,,1104.422905320425,1188.8757991593836
Gibraltar,San Marino,1,0,1,2024,1,,818.1208625433419,724.9894060692927
Moldova,Andorra,2,0,1,2024,1,,1052.9797283679281,932.9718646472637
Bolivia,Colombia,1,0,1,2024,1,,1330.8493184490794,1752.490234198691
Ecuador,Paraguay,0,0,1,2024,1,,1580.5207482710318,1504.3996745160703
Venezuela,Argentina,1,1,1,2024,1,,1496.7953014095033,1888.770506639796
Chile,Brazil,1,2,1,2024,1,,1462.9879401056994,1744.7750158784136
Papua New Guinea,New Caledonia,1,3,1,2024,1,,969.5373406462005,1108.1066591905283
Fiji,Solomon Islands,1,0,1,2024,1,,1032.7100084799993,1045.192646516492
Qatar,Kyrgyzstan,3,1,1,2024,1,,1417.910644443726,1102.3097744080571
Uzbekistan,Iran,0,0,1,2024,1,,1463.2508053793827,1605.1442846932605
United Arab Emirates,North Korea,1,1,1,2024,1,,1152.1634347931752,1162.1877481420145
Jordan,South Korea,0,2,1,2024,1,,1381.6029260784014,1569.2419643343028
Oman,Kuwait,4,0,1,2024,1,,1153.9067200322554,1123.1352935615796
Iraq,Palestine,1,0,1,2024,1,,1431.4958163479946,1215.3925517943817
Bahrain,Indonesia,2,2,1,2024,1,,1245.1507933739656,1171.3794648896057
Australia,China,3,1,1,2024,1,,1167.0113551054512,1115.1560726785954
Saudi Arabia,Japan,0,2,1,2024,1,,1403.4306233621376,1671.248291045101
Cambodia,Taiwan,3,2,0,2024,0,,912.0507357961985,1076.528258413144
Madagascar,Gambia,1,1,1,2024,1,,1203.8386167186047,1149.4765953251774
Tunisia,Comoros,0,1,1,2024,1,,1448.1995995249772,1189.252464063555
Gabon,Lesotho,0,0,1,2024,1,,1259.33971363048,1060.758049092671
Egypt,Mauritania,2,0,1,2024,1,,1558.8431987227784,1172.5303194997007
Benin,Rwanda,3,0,1,2024,1,,1238.7633154535904,1131.732960574039
Nigeria,Libya,1,0,1,2024,1,,1543.0855370137551,1197.7823606785828
Equatorial Guinea,Liberia,1,0,1,2024,1,,1209.1475320008221,1085.7777451425648
Angola,Niger,2,0,1,2024,1,,1162.312815239048,1155.5708276777991
Zambia,Chad,0,0,1,2024,1,,1264.069422188759,906.93367305203
Ivory Coast,Sierra Leone,4,1,1,2024,1,,1557.650554742184,1145.6199515710805
Mozambique,Eswatini,1,1,1,2024,1,,1226.6774344271416,969.9783847743113
Mali,Guinea-Bissau,1,0,1,2024,1,,1443.7600752597525,1128.34338299143
Cameroon,Kenya,4,1,1,2024,1,,1437.3429992369836,1183.9902690329038
Uganda,South Sudan,1,0,1,2024,1,,1246.9563478843934,1085.0219283146384
South Africa,Congo,5,0,1,2024,1,,1167.2890340741212,1106.4158272029765
Senegal,Malawi,4,0,1,2024,1,,1190.8572430045542,1129.2941432835182
Guadeloupe,Martinique,0,1,1,2024,1,,1121.4396602479874,1117.97295900736
Suriname,Costa Rica,1,1,1,2024,1,,1131.009465915495,1435.1247377305451
Guyana,Guatemala,1,3,1,2024,1,,1056.4236164244587,1149.404262961496
Grenada,Curaçao,0,0,1,2024,1,,983.2668103807598,1108.5330141428733
Saint Lucia,Saint Martin,2,1,1,2024,1,,1102.937592368103,1100.1317594298273
Sint Maarten,Puerto Rico,3,2,1,2024,1,,1090.4739959218177,1026.7131506423468
Aruba,Haiti,1,3,1,2024,1,,889.7943187039123,1276.0533676895354
Bosnia and Herzegovina,Germany,1,2,1,2024,1,,1348.2601352286733,1724.5178988769317
Hungary,Netherlands,1,1,1,2024,1,,1508.2505883016643,1193.6747895069627
Czechia,Albania,2,0,1,2024,1,,1482.6314175347468,1385.9757058372054
Ukraine,Georgia,1,0,1,2024,1,,1540.8286239139475,1389.6772406904756
Iceland,Wales,2,2,1,2024,1,,1339.6236150568664,1508.6372469224068
Türkiye,Montenegro,1,0,1,2024,1,,1550.602851002883,1300.0502461343394
Estonia,Azerbaijan,3,1,1,2024,1,,1129.5777825586897,1155.5106572607906
Slovakia,Sweden,2,2,1,2024,1,,1488.0705554329168,1508.7364739393627
Peru,Uruguay,1,0,1,2024,1,,1452.1897408820494,1664.894969685793
New Zealand,Tahiti,3,0,1,2024,1,,1286.2875302660532,1040.0070197964576
Syria,Tajikistan,1,0,1,2024,1,,1266.5543810529293,1204.0368161478696
Thailand,Philippines,3,1,1,2024,1,,1246.1370691469838,1079.1673642430978
USA,Panama,2,0,0,2024,0,,1666.815251390779,1506.8169645555417
Vietnam,India,1,1,0,2024,0,,1193.6494162638003,1081.5489468633716
Morocco,Central African Republic,5,0,1,2024,1,,1740.821084933837,1095.840466296796
Guinea,Ethiopia,4,1,1,2024,1,,1288.645841194742,1080.6520615539177
Antigua and Barbuda,Dominican Republic,0,5,1,2024,1,,949.8060273679484,1084.0683607888388
Bermuda,Dominica,6,1,1,2024,1,,976.4772686809576,912.3444541836941
Bahamas,United States Virgin Islands,3,1,1,2024,1,,781.3999833390203,1039.9844227239955
Turks and Caicos Islands,Anguilla,2,1,1,2024,1,,1059.4544367579913,761.2195104103224
Cayman Islands,British Virgin Islands,1,0,1,2024,1,,854.8140916961805,782.6216898834082
Croatia,Scotland,2,1,1,2024,1,,1684.5925015707278,1488.385126379294
Poland,Portugal,1,3,1,2024,1,,1518.1374996167233,1750.8960337671363
Serbia,Switzerland,2,0,1,2024,1,,1503.871879975917,1632.7587089285207
Spain,Denmark,1,0,1,2024,1,,1864.8105876928787,1621.7995880257336
Lithuania,Kosovo,1,2,1,2024,1,,1070.485423700914,1301.6757362307128
Cyprus,Romania,0,3,1,2024,1,,1095.6248403848033,1166.732664871203
Bulgaria,Luxembourg,0,0,1,2024,1,,1265.069950254372,1234.5721652609673
Belarus,Northern Ireland,0,0,1,2024,1,,1229.6008420952217,1342.576354518362
Vanuatu,Samoa,4,1,1,2024,1,,1077.2610078710577,888.7944393580071
Andorra,San Marino,2,0,0,2024,0,,929.6333595655789,721.2984712644936
Myanmar,Sri Lanka,0,0,0,2024,0,,1009.415549931086,1068.080424631021
Burundi,Burkina Faso,0,2,1,2024,1,,1106.198680614429,1373.3270578879565
Montserrat,Bonaire,0,1,1,2024,1,,926.6188839152451,1074.178173114927
Saint Vincent and the Grenadines,El Salvador,2,1,1,2024,1,,1079.000652899425,1212.5726242713215
Finland,England,1,3,1,2024,1,,1327.6086408974033,1812.7327523487954
Greece,Ireland,2,0,1,2024,1,,1472.782103394324,1118.1248262137306
Kazakhstan,Slovenia,0,1,1,2024,1,,1196.4691940900736,1470.5275458193985
Austria,Norway,5,1,1,2024,1,,1621.64818873891,1567.013075300569
Faroe Islands,Latvia,1,1,1,2024,1,,1105.6148956922955,1075.3456677930617
Armenia,North Macedonia,0,2,1,2024,1,,1187.683808787513,1131.0692264022407
Liechtenstein,Gibraltar,0,0,1,2024,1,,801.8154369103603,821.811797348141
Malta,Moldova,1,0,1,2024,1,,1001.1384819592685,1056.318233449613
New Zealand,Malaysia,4,0,0,2024,0,,1288.2377471182554,1127.5782282406888
Gambia,Madagascar,1,0,1,2024,1,,1150.2526053161496,1203.0626067276326
Liberia,Equatorial Guinea,1,2,1,2024,1,,1082.4821402784603,1212.4431368649266
Togo,Algeria,0,1,1,2024,1,,1163.688600482458,1542.800821301284
Eswatini,Mozambique,0,3,1,2024,1,,973.1206015511325,1223.5352176503204
Kenya,Cameroon,0,1,1,2024,1,,1182.1031712089011,1439.2300970609863
Zimbabwe,Namibia,3,1,1,2024,1,,1123.9601716908285,1149.897294676222
Nicaragua,French Guiana,3,2,1,2024,1,,1128.7538937238164,1092.220190792787
Jamaica,Honduras,0,0,1,2024,1,,1371.4011996808745,1363.4424621429562
Trinidad and Tobago,Cuba,3,1,1,2024,1,,1235.4563513423736,1011.4265118097519
Curaçao,Grenada,1,0,1,2024,1,,1106.8045436554219,984.9952808682112
Saint Lucia,Saint Martin,0,4,1,2024,1,,1107.8972140640549,1095.1721377338754
Puerto Rico,Sint Maarten,2,1,1,2024,1,,1022.6205786684617,1094.566567895703
Aruba,Haiti,3,5,1,2024,1,,888.8177067985234,1277.0299795949243
Belgium,France,1,2,1,2024,1,,1725.1634491980813,1854.7499537500871
Italy,Israel,4,1,1,2024,1,,1699.2140180635868,1322.970323170738
Bosnia and Herzegovina,Hungary,0,2,1,2024,1,,1347.231600476894,1504.6559499843472
Germany,Netherlands,1,0,1,2024,1,,1725.546433628711,1197.2694278242798
Georgia,Albania,0,1,1,2024,1,,1386.7249001368252,1382.3318858747425
Ukraine,Czechia,1,1,1,2024,1,,1543.7809644675979,1486.2752374972097
Iceland,Türkiye,2,4,1,2024,1,,1341.880627726539,1552.5147503861601
Wales,Montenegro,1,0,1,2024,1,,1506.3802342527342,1298.1383467510623
Azerbaijan,Slovakia,1,3,1,2024,1,,1150.138144724014,1488.3676116590789
Estonia,Sweden,0,3,1,2024,1,,1134.9502950954663,1508.4394177132006
Tajikistan,Philippines,0,3,1,2024,1,,1199.9269300778706,1076.4008939680518
Thailand,Syria,2,1,1,2024,1,,1248.9035394220298,1270.6642671229283
Canada,Panama,2,1,0,2024,0,,1565.3760897632706,1503.9694719808954
Hong Kong,Cambodia,3,0,0,2024,0,,1007.9360342093836,919.2554651467464
Mexico,USA,2,0,0,2024,0,,1674.0561121155085,1669.6627439654253
Comoros,Tunisia,1,1,1,2024,1,,1197.414176495344,1440.0378870931881
Lesotho,Gabon,0,2,1,2024,1,,1063.3405838090598,1256.7571789140911
Morocco,Central African Republic,4,0,1,2024,1,,1741.0593580829286,1095.6021931477044
Mauritania,Egypt,0,1,1,2024,1,,1171.5539806300515,1559.8195375924277
Botswana,Cabo Verde,1,0,1,2024,1,,1078.0301304815366,1374.396116020291
Rwanda,Benin,2,1,1,2024,1,,1128.2263079295626,1242.2699680980668
Sudan,Ghana,2,0,1,2024,1,,1169.1113223755506,1357.2741227415054
Niger,Angola,0,1,1,2024,1,,1150.6678405015964,1167.2158024152507
Chad,Zambia,0,1,1,2024,1,,910.7990355692997,1260.2040596714894
Sierra Leone,Ivory Coast,1,0,1,2024,1,,1144.7664966782054,1558.5040096350592
Tanzania,DR Congo,0,2,1,2024,1,,1195.8929140759747,1164.019188419072
Ethiopia,Guinea,0,3,1,2024,1,,1078.3325177950092,1290.9653849536505
Guinea-Bissau,Mali,0,0,1,2024,1,,1126.9438578629881,1445.1596003881943
South Sudan,Uganda,1,2,1,2024,1,,1082.1970804425557,1249.781195756476
Congo,South Africa,1,1,1,2024,1,,1102.2830077361764,1171.4218535409213
Malawi,Senegal,0,1,1,2024,1,,1125.1709501992843,1194.980436088788
Costa Rica,Guatemala,3,0,1,2024,1,,1431.604417506206,1153.097219557839
Guadeloupe,Martinique,0,0,1,2024,1,,1116.3897720623556,1123.0228471929918
Suriname,Guyana,5,1,1,2024,1,,1134.5297861398342,1052.7306598281157
Dominican Republic,Antigua and Barbuda,5,0,1,2024,1,,1087.2269335156257,946.6474546411616
Bermuda,Dominica,3,2,1,2024,1,,980.5646649092355,908.2570579554163
Barbados,Bahamas,6,2,1,2024,1,,909.0016876404974,789.5585611867845
Belize,Turks and Caicos Islands,3,0,1,2024,1,,924.4637009547794,1060.977302882096
Saint Kitts and Nevis,Cayman Islands,1,1,1,2024,1,,1089.364909592473,858.7898577675954
Scotland,Portugal,0,0,1,2024,1,,1485.9425194997023,1752.9713550075694
Poland,Croatia,3,3,1,2024,1,,1516.0621783762901,1687.0351084503195
Spain,Serbia,3,0,1,2024,1,,1866.790520704058,1510.6460623421642
Switzerland,Denmark,2,2,1,2024,1,,1625.9845265622735,1619.8196550145542
Kosovo,Cyprus,3,0,1,2024,1,,1303.765943379027,1091.6341114310176
Lithuania,Romania,1,2,1,2024,1,,1068.3952165525998,1170.7233938249888
Northern Ireland,Bulgaria,5,0,1,2024,1,,1341.0054852668513,1264.6321756612074
Belarus,Luxembourg,1,1,1,2024,1,,1231.1717113467323,1235.009939854132
Colombia,Chile,4,0,1,2024,1,,1743.3014832316107,1461.3387811178611
Paraguay,Venezuela,2,1,1,2024,1,,1505.4779466404268,1500.8473049762854
Uruguay,Ecuador,0,0,1,2024,1,,1657.1665480988097,1579.4424761466753
Argentina,Bolivia,6,0,1,2024,1,,1884.7185030730138,1340.0380694161597
Brazil,Peru,4,0,1,2024,1,,1746.4241748662519,1459.9181624690327
Uzbekistan,United Arab Emirates,1,0,1,2024,1,,1465.1863814683995,1152.3076562416445
Iran,Qatar,4,1,1,2024,1,,1603.2087086042434,1419.3088939259596
Kyrgyzstan,North Korea,1,0,1,2024,1,,1100.9115249258234,1162.0435266935451
Jordan,Oman,4,0,1,2024,1,,1379.0681254104645,1158.4650378802485
Palestine,Kuwait,2,2,1,2024,1,,1213.155130147784,1118.5769757135865
South Korea,Iraq,3,2,1,2024,1,,1571.7767650022397,1433.7332379945924
Japan,Australia,1,1,1,2024,1,,1673.0111993756293,1171.270589883554
China,Indonesia,2,1,1,2024,1,,1110.8968379004925,1172.42544751369
Saudi Arabia,Bahrain,0,0,1,2024,1,,1401.6677150316093,1244.1048107498814
Timor-Leste,Brunei,0,0,1,2024,1,,834.2064262741847,875.6824868898061
Bangladesh,Maldives,0,1,0,2024,0,,911.1326948854213,936.9623431533564
Tajikistan,Nepal,4,0,0,2024,0,,1193.2205479240781,912.139988584658
Liberia,Togo,1,0,1,2024,1,,1079.2698199444294,1162.6751292685128
Chad,Sierra Leone,1,1,1,2024,1,,909.618858179199,1153.9206807515402
Namibia,Cameroon,0,0,1,2024,1,,1144.524721341142,1441.0841574360788
Belgium,Italy,0,1,1,2024,1,,1721.946426614225,1700.2426275475534
France,Israel,0,0,1,2024,1,,1857.9669763339434,1321.9417136867714
Ireland,Finland,1,0,1,2024,1,,1116.9757580242554,1327.0313865782762
Greece,England,0,3,1,2024,1,,1473.9311715837991,1813.3100066679226
Kazakhstan,Austria,0,2,1,2024,1,,1194.757847085758,1625.868343773282
Slovenia,Norway,1,4,1,2024,1,,1472.2388928237142,1562.792920266197
North Macedonia,Latvia,1,0,1,2024,1,,1136.8768402592937,1075.7801782122697
Armenia,Faroe Islands,0,1,1,2024,1,,1181.87619493046,1105.1803852730875
Montserrat,Saint Vincent and the Grenadines,1,2,1,2024,1,,923.6233375700383,1085.8334863267885
El Salvador,Bonaire,1,0,1,2024,1,,1205.739790843958,1077.1737194601337
Belize,French Guiana,2,1,1,2024,1,,931.3330652026112,1087.7440237826006
Saint Kitts and Nevis,Cuba,2,1,1,2024,1,,1086.460978347304,1009.2673394645135
Costa Rica,Panama,0,1,1,2024,1,,1433.2797432231143,1499.8440960195692
Jamaica,USA,0,1,1,2024,1,,1371.2866842701565,1664.7259662457932
Hong Kong,Philippines,3,1,0,2024,0,,1011.6868293201107,1083.1072761218443
Malaysia,Laos,3,1,0,2024,0,,1124.7384816091114,876.7913009694471
Malta,Liechtenstein,2,0,0,2024,0,,1006.9259723519202,802.1028903449208
Singapore,Myanmar,3,2,0,2024,0,,1051.3069601250393,1010.2518723667275
Thailand,Lebanon,0,0,0,2024,0,,1254.2162926160242,1089.7229400271895
Venezuela,Brazil,1,1,1,2024,1,,1495.9139413210535,1748.036263144325
Ecuador,Bolivia,4,0,1,2024,1,,1580.5427223836125,1339.6213781521874
Paraguay,Argentina,2,1,1,2024,1,,1510.4113102956587,1885.1351943369862
Solomon Islands,New Caledonia,2,3,1,2024,1,,1040.013084168812,1111.2119025682748
Papua New Guinea,Fiji,3,3,1,2024,1,,966.432097268454,1037.8895708276793
North Korea,Iran,2,3,1,2024,1,,1156.1727342986737,1605.7844557088988
Qatar,Uzbekistan,3,2,1,2024,1,,1416.7331468213042,1466.603584369437
United Arab Emirates,Kyrgyzstan,3,0,1,2024,1,,1150.890453340607,1106.7823173206948
Kuwait,South Korea,1,3,1,2024,1,,1119.9054122303723,1574.8884922257444
Iraq,Jordan,0,0,1,2024,1,,1430.6215107710877,1381.2608803293383
Oman,Palestine,1,0,1,2024,1,,1156.2722829613747,1211.826693630998
Bahrain,China,0,1,1,2024,1,,1246.2286797457896,1116.7731637189765
Australia,Saudi Arabia,0,0,1,2024,1,,1175.7432157085611,1399.543846035701
Madagascar,Tunisia,2,3,1,2024,1,,1197.308409070365,1437.021362619857
Lesotho,Central African Republic,1,0,1,2024,1,,1060.868199618269,1095.3645572273542
Rwanda,Libya,0,1,1,2024,1,,1134.811018365359,1196.5773829921602
Benin,Nigeria,1,1,1,2024,1,,1235.6852576622705,1544.2905147001777
Equatorial Guinea,Algeria,0,0,1,2024,1,,1215.6554571989575,1543.8142925152292
Niger,Sudan,4,0,1,2024,1,,1145.9058049025107,1176.5822227201104
South Sudan,Congo,3,2,1,2024,1,,1079.4376822472445,1103.2650666124496
Burundi,Malawi,0,0,1,2024,1,,1104.4300030363468,1121.162284510788
Burkina Faso,Senegal,0,1,1,2024,1,,1375.0957354660386,1198.9891017772845
Portugal,Poland,5,1,1,2024,1,,1749.7408669576664,1518.3415849180979
Scotland,Croatia,1,0,1,2024,1,,1489.1730075496052,1684.7557019085118
Denmark,Spain,1,2,1,2024,1,,1619.9083653379794,1867.930910839932
Switzerland,Serbia,1,1,1,2024,1,,1625.8958162388483,1509.5056722062902
Cyprus,Lithuania,2,1,1,2024,1,,1089.356733118865,1064.826684159406
Romania,Kosovo,0,0,1,2024,1,,1174.2919262181824,1306.0433216911797
Northern Ireland,Belarus,2,0,1,2024,1,,1344.9237525374226,1231.226945648167
Luxembourg,Bulgaria,0,1,1,2024,1,,1234.9547055526973,1260.713908390636
San Marino,Gibraltar,1,1,1,2024,1,,718.9824238110672,821.5243439135805
Saint Lucia,Grenada,0,4,1,2024,1,,1102.7141673364913,981.6797975124009
Curaçao,Saint Martin,5,0,1,2024,1,,1110.1200270112322,1100.355184461439
Puerto Rico,Aruba,5,1,1,2024,1,,1028.6414147465855,887.850958473551
Sint Maarten,Haiti,0,8,1,2024,1,,1088.545731817579,1277.9967279198968
Barbados,Guyana,1,4,1,2024,1,,912.3474264163838,1048.8865649299812
Cayman Islands,Guadeloupe,0,6,1,2024,1,,861.6937890127643,1116.4852180908583
Honduras,Mexico,2,0,1,2024,1,,1363.5569775536742,1678.9928898351407
Suriname,Canada,0,1,1,2024,1,,1138.3738810379687,1569.5014657245968
