local,visita,goles_local,goles_visita,torneo_id,temporada
Belize,Turks and Caicos Islands,3,0,1,2024
Saint Kitts and Nevis,Cayman Islands,1,1,1,2024
Scotland,Portugal,0,0,1,2024
Poland,Croatia,3,3,1,2024
Spain,Serbia,3,0,1,2024
Switzerland,Denmark,2,2,1,2024
Kosovo,Cyprus,3,0,1,2024
Lithuania,Romania,1,2,1,2024
Northern Ireland,Bulgaria,5,0,1,2024
Belarus,Luxembourg,1,1,1,2024
Colombia,Chile,4,0,1,2024
Paraguay,Venezuela,2,1,1,2024
Uruguay,Ecuador,0,0,1,2024
Argentina,Bolivia,6,0,1,2024
Brazil,Peru,4,0,1,2024
Uzbekistan,United Arab Emirates,1,0,1,2024
Iran,Qatar,4,1,1,2024
Kyrgyzstan,North Korea,1,0,1,2024
Jordan,Oman,4,0,1,2024
Palestine,Kuwait,2,2,1,2024
South Korea,Iraq,3,2,1,2024
Japan,Australia,1,1,1,2024
China,Indonesia,2,1,1,2024
Saudi Arabia,Bahrain,0,0,1,2024
Timor-Leste,Brunei,0,0,1,2024
Bangladesh,Maldives,0,1,0,2024
Tajikistan,Nepal,4,0,0,2024
Liberia,Togo,1,0,1,2024
Chad,Sierra Leone,1,1,1,2024
Namibia,Cameroon,0,0,1,2024
Belgium,Italy,0,1,1,2024
France,Israel,0,0,1,2024
Republic of Ireland,Finland,1,0,1,2024
Greece,England,0,3,1,2024
Kazakhstan,Austria,0,2,1,2024
Slovenia,Norway,1,4,1,2024
North Macedonia,Latvia,1,0,1,2024
Armenia,Faroe Islands,0,1,1,2024
Montserrat,Saint Vincent and the Grenadines,1,2,1,2024
El Salvador,Bonaire,1,0,1,2024
Belize,French Guiana,2,1,1,2024
Saint Kitts and Nevis,Cuba,2,1,1,2024
Costa Rica,Panama,0,1,1,2024
Jamaica,United States,0,1,1,2024
Hong Kong,Philippines,3,1,0,2024
Malaysia,Laos,3,1,0,2024
Malta,Liechtenstein,2,0,0,2024
Singapore,Myanmar,3,2,0,2024
Thailand,Lebanon,0,0,0,2024
Venezuela,Brazil,1,1,1,2024
Ecuador,Bolivia,4,0,1,2024
Paraguay,Argentina,2,1,1,2024
Solomon Islands,New Caledonia,2,3,1,2024
Papua New Guinea,Fiji,3,3,1,2024
North Korea,Iran,2,3,1,2024
Qatar,Uzbekistan,3,2,1,2024
United Arab Emirates,Kyrgyzstan,3,0,1,2024
Kuwait,South Korea,1,3,1,2024
Iraq,Jordan,0,0,1,2024
Oman,Palestine,1,0,1,2024
Bahrain,China,0,1,1,2024
Australia,Saudi Arabia,0,0,1,2024
Madagascar,Tunisia,2,3,1,2024
Lesotho,Central African Republic,1,0,1,2024
Rwanda,Libya,0,1,1,2024
Benin,Nigeria,1,1,1,2024
Equatorial Guinea,Algeria,0,0,1,2024
Niger,Sudan,4,0,1,2024
South Sudan,Congo,3,2,1,2024
Burundi,Malawi,0,0,1,2024
Burkina Faso,Senegal,0,1,1,2024
Portugal,Poland,5,1,1,2024
Scotland,Croatia,1,0,1,2024
Denmark,Spain,1,2,1,2024
Switzerland,Serbia,1,1,1,2024
Cyprus,Lithuania,2,1,1,2024
Romania,Kosovo,0,0,1,2024
Northern Ireland,Belarus,2,0,1,2024
Luxembourg,Bulgaria,0,1,1,2024
San Marino,Gibraltar,1,1,1,2024
Saint Lucia,Grenada,0,4,1,2024
Curaçao,Saint Martin,5,0,1,2024
Puerto Rico,Aruba,5,1,1,2024
Sint Maarten,Haiti,0,8,1,2024
Barbados,Guyana,1,4,1,2024
Cayman Islands,Guadeloupe,0,6,1,2024
Honduras,Mexico,2,0,1,2024
Suriname,Canada,0,1,1,2024
Peru,Chile,0,0,1,2024
Uruguay,Colombia,3,2,1,2024
Samoa,Tahiti,0,3,1,2024
New Zealand,Vanuatu,8,1,1,2024
Indonesia,Japan,0,4,1,2024
Russia,Brunei,2,1,0,2024
Gambia,Comoros,1,2,1,2024
Gabon,Morocco,1,5,1,2024
Botswana,Mauritania,1,1,1,2024
Cape Verde,Egypt,1,1,1,2024
Angola,Ghana,1,1,1,2024
Zambia,Ivory Coast,1,0,1,2024
Eswatini,Guinea-Bissau,1,1,1,2024
Mozambique,Mali,0,1,1,2024
Zimbabwe,Kenya,1,1,1,2024
Uganda,South Africa,0,2,1,2024
Germany,Bosnia and Herzegovina,7,0,1,2024
Netherlands,Hungary,4,0,1,2024
Albania,Czech Republic,0,0,1,2024
Georgia,Ukraine,1,1,1,2024
Montenegro,Iceland,0,2,1,2024
Turkey,Wales,0,0,1,2024
Azerbaijan,Estonia,0,0,1,2024
Sweden,Slovakia,2,1,1,2024
Andorra,Moldova,0,1,1,2024
Bermuda,Antigua and Barbuda,2,1,1,2024
Dominican Republic,Dominica,6,1,1,2024
Bangladesh,Maldives,2,1,0,2024
Nepal,Afghanistan,2,0,0,2024
Sri Lanka,Yemen,1,0,0,2024
Ethiopia,Tanzania,0,2,1,2024
Guinea,DR Congo,1,0,1,2024
Israel,Belgium,1,0,1,2024
Italy,France,1,3,1,2024
England,Republic of Ireland,5,0,1,2024
Finland,Greece,0,2,1,2024
Norway,Kazakhstan,5,0,1,2024
Austria,Slovenia,1,1,1,2024
North Macedonia,Faroe Islands,1,0,1,2024
Latvia,Armenia,1,2,1,2024
Saint Vincent and the Grenadines,Bonaire,3,1,1,2024
El Salvador,Montserrat,1,0,1,2024
Thailand,Laos,1,1,0,2024
Fiji,New Caledonia,1,1,1,2024
Papua New Guinea,Solomon Islands,1,2,1,2024
Algeria,Liberia,5,1,1,2024
Togo,Equatorial Guinea,3,0,1,2024
Croatia,Portugal,1,1,1,2024
Poland,Scotland,1,2,1,2024
Serbia,Denmark,0,0,1,2024
Spain,Switzerland,3,2,1,2024
Kosovo,Lithuania,1,0,1,2024
Romania,Cyprus,4,1,1,2024
Luxembourg,Northern Ireland,2,2,1,2024
Bulgaria,Belarus,1,1,1,2024
Liechtenstein,San Marino,1,3,1,2024
Grenada,Saint Martin,0,3,1,2024
Saint Lucia,Curaçao,1,4,1,2024
Aruba,Sint Maarten,0,1,1,2024
Puerto Rico,Haiti,0,3,1,2024
Cuba,Saint Kitts and Nevis,4,0,1,2024
Panama,Costa Rica,2,2,1,2024
United States,Jamaica,4,2,1,2024
India,Malaysia,1,1,0,2024
Singapore,Taiwan,2,3,0,2024
Tahiti,Vanuatu,2,0,1,2024
New Zealand,Samoa,8,0,1,2024
Tunisia,Gambia,0,1,1,2024
Comoros,Madagascar,1,0,1,2024
Morocco,Lesotho,7,0,1,2024
Central African Republic,Gabon,0,1,1,2024
Nigeria,Rwanda,1,2,1,2024
Libya,Benin,0,0,1,2024
Ghana,Niger,1,2,1,2024
Sudan,Angola,0,0,1,2024
Malawi,Burkina Faso,3,0,1,2024
Bosnia and Herzegovina,Netherlands,1,1,1,2024
Hungary,Germany,1,1,1,2024
Albania,Ukraine,1,2,1,2024
Czech Republic,Georgia,2,1,1,2024
Wales,Iceland,4,1,1,2024
Montenegro,Turkey,3,1,1,2024
Slovakia,Estonia,1,0,1,2024
Sweden,Azerbaijan,6,0,1,2024
Malta,Andorra,0,0,1,2024
Antigua and Barbuda,Dominica,0,0,1,2024
Dominican Republic,Bermuda,6,1,1,2024
French Guiana,Belize,2,2,1,2024
Guadeloupe,Cayman Islands,1,0,1,2024
Guyana,Barbados,5,3,1,2024
Canada,Suriname,3,0,1,2024
Mexico,Honduras,4,0,1,2024
Gibraltar,Moldova,1,1,0,2024
Hong Kong,Mauritius,1,0,0,2024
Myanmar,Lebanon,2,3,0,2024
Russia,Syria,4,0,0,2024
Sri Lanka,Yemen,0,2,0,2024
Tajikistan,Afghanistan,3,1,0,2024
Bolivia,Paraguay,2,2,1,2024
Colombia,Ecuador,0,1,1,2024
Argentina,Peru,1,0,1,2024
Chile,Venezuela,4,2,1,2024
Brazil,Uruguay,1,1,1,2024
North Korea,Uzbekistan,0,1,1,2024
Kyrgyzstan,Iran,2,3,1,2024
United Arab Emirates,Qatar,5,0,1,2024
Palestine,South Korea,1,1,1,2024
Oman,Iraq,0,1,1,2024
Kuwait,Jordan,1,1,1,2024
Bahrain,Australia,2,2,1,2024
Indonesia,Saudi Arabia,2,0,1,2024
China,Japan,1,3,1,2024
Egypt,Botswana,1,1,1,2024
Mauritania,Cape Verde,1,0,1,2024
Ivory Coast,Chad,4,0,1,2024
Sierra Leone,Zambia,0,2,1,2024
DR Congo,Ethiopia,1,2,1,2024
Tanzania,Guinea,1,0,1,2024
Mali,Eswatini,6,0,1,2024
Guinea-Bissau,Mozambique,1,2,1,2024
Cameroon,Zimbabwe,2,1,1,2024
Kenya,Namibia,0,0,1,2024
South Africa,South Sudan,3,0,1,2024
Congo,Uganda,0,1,1,2024
Senegal,Burundi,2,0,1,2024
Cambodia,Malaysia,2,2,1,2024
Timor-Leste,Thailand,0,10,1,2024
Hong Kong,Mongolia,3,0,1,2024
Myanmar,Indonesia,0,1,1,2024
Laos,Vietnam,1,4,1,2024
Solomon Islands,Vanuatu,4,1,1,2024
Singapore,Cambodia,2,1,1,2024
Malaysia,Timor-Leste,3,2,1,2024
Taiwan,Mongolia,4,0,1,2024
Philippines,Myanmar,1,1,1,2024
Indonesia,Laos,3,3,1,2024
Fiji,Vanuatu,1,1,1,2024
Timor-Leste,Singapore,0,3,1,2024
Thailand,Malaysia,1,0,1,2024
Macau,Guam,1,2,1,2024
Hong Kong,Taiwan,2,1,1,2024
Laos,Philippines,1,1,1,2024
Vietnam,Indonesia,1,0,1,2024
Papua New Guinea,Fiji,1,1,1,2024
Cambodia,Timor-Leste,2,1,1,2024
Singapore,Thailand,2,4,1,2024
Hong Kong,Guam,5,0,1,2024
Myanmar,Laos,3,2,1,2024
Philippines,Vietnam,1,1,1,2024
Solomon Islands,Papua New Guinea,2,3,1,2024
Thailand,Cambodia,3,2,1,2024
Malaysia,Singapore,0,0,1,2024
Vietnam,Myanmar,5,0,1,2024
Indonesia,Philippines,0,1,1,2024
Kuwait,Oman,1,1,1,2024
Qatar,United Arab Emirates,1,1,1,2024
Vanuatu,Papua New Guinea,1,2,1,2024
Solomon Islands,Fiji,1,3,1,2024
Iraq,Yemen,1,0,1,2024
Saudi Arabia,Bahrain,2,3,1,2024
Oman,Qatar,2,1,1,2024
Kuwait,United Arab Emirates,2,1,1,2024
Yemen,Saudi Arabia,2,3,1,2024
Bahrain,Iraq,2,0,1,2024
Singapore,Vietnam,0,2,1,2024
Philippines,Thailand,2,1,1,2024
Kuwait,Qatar,1,1,1,2024
United Arab Emirates,Oman,1,1,1,2024
Iraq,Saudi Arabia,1,3,1,2024
Bahrain,Yemen,1,2,1,2024
Vietnam,Singapore,3,1,1,2024
Thailand,Philippines,3,1,1,2024
Oman,Saudi Arabia,2,1,1,2024
Kuwait,Bahrain,0,1,1,2024
Vietnam,Thailand,2,1,1,2025
Zanzibar,Tanzania,1,0,1,2025
Oman,Bahrain,1,2,1,2025
Burkina Faso,Kenya,1,1,1,2025
Thailand,Vietnam,2,3,1,2025
Zanzibar,Burkina Faso,0,1,1,2025
Tanzania,Kenya,0,2,1,2025
Tanzania,Burkina Faso,0,2,1,2025
Zanzibar,Kenya,1,0,1,2025
Zanzibar,Burkina Faso,2,1,1,2025
United States,Venezuela,3,1,0,2025
United States,Costa Rica,3,0,0,2025
Uzbekistan,Jordan,0,0,0,2025
Jamaica,Trinidad and Tobago,1,0,0,2025
Chile,Panama,6,1,0,2025
Jamaica,Trinidad and Tobago,1,1,0,2025
Oman,Sudan,0,0,0,2025
Saint Vincent and the Grenadines,Grenada,1,1,0,2025
Oman,Sudan,0,0,0,2025
Jordan,North Korea,1,1,0,2025
Honduras,Guatemala,1,2,0,2025
Hong Kong,Macau,2,0,0,2025
India,Maldives,3,0,0,2025
Vietnam,Cambodia,2,1,0,2025
Eswatini,Cameroon,0,0,1,2025
Liberia,Tunisia,0,1,1,2025
Central African Republic,Madagascar,1,4,1,2025
Kazakhstan,Curaçao,2,0,0,2025
Russia,Grenada,5,0,0,2025
Canada,Mexico,0,2,1,2025
United States,Panama,0,1,1,2025
Croatia,France,2,0,1,2025
Denmark,Portugal,1,0,1,2025
Italy,Germany,1,2,1,2025
Netherlands,Spain,2,2,1,2025
Austria,Serbia,1,1,1,2025
Greece,Scotland,0,1,1,2025
Turkey,Hungary,3,1,1,2025
Ukraine,Belgium,3,1,1,2025
Armenia,Georgia,0,3,1,2025
Bulgaria,Republic of Ireland,1,2,1,2025
Kosovo,Iceland,2,1,1,2025
Slovakia,Slovenia,0,0,1,2025
Laos,Sri Lanka,1,2,0,2025
Tajikistan,Belarus,0,5,0,2025
Paraguay,Chile,1,0,1,2025
Peru,Bolivia,3,1,1,2025
Brazil,Colombia,2,1,1,2025
Iran,United Arab Emirates,2,0,1,2025
Uzbekistan,Kyrgyzstan,1,0,1,2025
Qatar,North Korea,5,1,1,2025
South Korea,Oman,1,1,1,2025
Iraq,Kuwait,2,2,1,2025
Jordan,Palestine,3,1,1,2025
Japan,Bahrain,2,0,1,2025
Australia,Indonesia,5,1,1,2025
Saudi Arabia,China,1,0,1,2025
Sierra Leone,Guinea-Bissau,3,1,1,2025
Zimbabwe,Benin,2,2,1,2025
Cape Verde,Mauritius,1,0,1,2025
Libya,Angola,1,1,1,2025
Gambia,Kenya,3,3,1,2025
Gabon,Seychelles,3,0,1,2025
Mozambique,Uganda,3,1,1,2025
Malawi,Namibia,0,1,1,2025
Comoros,Mali,0,3,1,2025
Lebanon,Timor-Leste,4,0,0,2025
Belize,Costa Rica,0,7,1,2025
Guyana,Guatemala,3,2,1,2025
Bermuda,Honduras,3,5,1,2025
Saint Vincent and the Grenadines,Jamaica,1,1,1,2025
Suriname,Martinique,1,0,1,2025
Guadeloupe,Nicaragua,1,0,1,2025
Cuba,Trinidad and Tobago,1,2,1,2025
Northern Ireland,Switzerland,1,1,0,2025
Puerto Rico,Dominican Republic,2,2,0,2025
Singapore,Nepal,0,1,0,2025
Thailand,Afghanistan,2,0,0,2025
Ecuador,Venezuela,2,1,1,2025
Uruguay,Argentina,0,1,1,2025
New Caledonia,Tahiti,3,0,1,2025
New Zealand,Fiji,7,0,1,2025
Burkina Faso,Djibouti,4,1,1,2025
Ethiopia,Egypt,0,2,1,2025
DR Congo,South Sudan,1,0,1,2025
Rwanda,Nigeria,0,2,1,2025
South Africa,Lesotho,0,3,1,2025
Morocco,Niger,2,1,1,2025
Burundi,Ivory Coast,0,1,1,2025
Botswana,Algeria,1,3,1,2025
Guinea,Somalia,0,0,1,2025
Equatorial Guinea,São Tomé and Príncipe,2,0,1,2025
Ghana,Chad,5,0,1,2025
Malta,Finland,0,1,1,2025
Poland,Lithuania,1,0,1,2025
Cyprus,San Marino,2,0,1,2025
Romania,Bosnia and Herzegovina,0,1,1,2025
England,Albania,2,0,1,2025
Andorra,Latvia,0,1,1,2025
Azerbaijan,Haiti,0,3,0,2025
Luxembourg,Sweden,1,0,0,2025
Togo,Mauritania,2,2,1,2025
Sudan,Senegal,0,0,1,2025
Moldova,Norway,0,5,1,2025
Israel,Estonia,2,1,1,2025
Liechtenstein,North Macedonia,0,3,1,2025
Wales,Kazakhstan,3,1,1,2025
Montenegro,Gibraltar,3,1,1,2025
Czech Republic,Faroe Islands,2,1,1,2025
United States,Canada,1,2,1,2025
Panama,Mexico,1,2,1,2025
France,Croatia,2,0,1,2025
Germany,Italy,3,3,1,2025
Portugal,Denmark,5,2,1,2025
Spain,Netherlands,3,3,1,2025
Belgium,Ukraine,3,0,1,2025
Hungary,Turkey,0,3,1,2025
Scotland,Greece,0,3,1,2025
Serbia,Austria,2,0,1,2025
Georgia,Armenia,6,1,1,2025
Iceland,Kosovo,1,3,1,2025
Republic of Ireland,Bulgaria,2,1,1,2025
Slovenia,Slovakia,1,0,1,2025
Eswatini,Mauritius,3,3,1,2025
Kenya,Gabon,1,2,1,2025
New Zealand,New Caledonia,3,0,1,2025
Guinea-Bissau,Burkina Faso,1,2,1,2025
Ethiopia,Djibouti,6,1,1,2025
Ivory Coast,Gambia,1,0,1,2025
Namibia,Equatorial Guinea,1,1,1,2025
Liberia,São Tomé and Príncipe,2,1,1,2025
Tunisia,Malawi,2,0,1,2025
Central African Republic,Mali,0,0,1,2025
Madagascar,Ghana,0,3,1,2025
Lithuania,Finland,2,2,1,2025
Poland,Malta,2,0,1,2025
Bosnia and Herzegovina,Cyprus,2,1,1,2025
San Marino,Romania,1,5,1,2025
England,Latvia,3,0,1,2025
Albania,Andorra,3,0,1,2025
Tajikistan,Timor-Leste,1,0,1,2025
Philippines,Maldives,4,1,1,2025
Bhutan,Yemen,0,0,1,2025
Lebanon,Brunei,5,0,1,2025
India,Bangladesh,0,0,1,2025
Singapore,Hong Kong,0,0,1,2025
Taiwan,Turkmenistan,1,2,1,2025
Thailand,Sri Lanka,1,0,1,2025
Myanmar,Afghanistan,2,1,1,2025
Syria,Pakistan,2,0,1,2025
Vietnam,Laos,5,0,1,2025
Malaysia,Nepal,2,0,1,2025
Costa Rica,Belize,6,1,1,2025
Guatemala,Guyana,2,0,1,2025
Honduras,Bermuda,2,0,1,2025
Jamaica,Saint Vincent and the Grenadines,3,0,1,2025
Martinique,Suriname,0,1,1,2025
Nicaragua,Guadeloupe,0,1,1,2025
Trinidad and Tobago,Cuba,4,0,1,2025
Azerbaijan,Belarus,0,2,0,2025
Russia,Zambia,5,0,0,2025
Cambodia,Aruba,1,2,0,2025
Dominican Republic,Puerto Rico,2,0,0,2025
Niger,Bonaire,6,0,0,2025
Sweden,Northern Ireland,5,1,0,2025
Switzerland,Luxembourg,3,1,0,2025
Bolivia,Uruguay,0,0,1,2025
Colombia,Paraguay,2,2,1,2025
Venezuela,Peru,1,0,1,2025
Argentina,Brazil,4,1,1,2025
Chile,Ecuador,0,0,1,2025
Iran,Uzbekistan,2,2,1,2025
Kyrgyzstan,Qatar,3,1,1,2025
North Korea,United Arab Emirates,1,2,1,2025
South Korea,Jordan,1,1,1,2025
Kuwait,Oman,0,1,1,2025
Palestine,Iraq,2,1,1,2025
China,Australia,0,2,1,2025
Japan,Saudi Arabia,0,0,1,2025
Indonesia,Bahrain,1,0,1,2025
Egypt,Sierra Leone,1,0,1,2025
Mauritania,DR Congo,0,2,1,2025
Senegal,Togo,2,0,1,2025
Sudan,South Sudan,1,1,1,2025
Benin,South Africa,0,2,1,2025
Nigeria,Zimbabwe,1,1,1,2025
Rwanda,Lesotho,1,1,1,2025
Angola,Cape Verde,1,2,1,2025
Cameroon,Libya,3,1,1,2025
Morocco,Tanzania,2,0,1,2025
Burundi,Seychelles,5,0,1,2025
Uganda,Guinea,1,0,1,2025
Botswana,Somalia,2,0,1,2025
Algeria,Mozambique,5,1,1,2025
Comoros,Chad,1,0,1,2025
Moldova,Estonia,2,3,1,2025
Israel,Norway,2,4,1,2025
Liechtenstein,Kazakhstan,0,2,1,2025
North Macedonia,Wales,1,1,1,2025
Gibraltar,Czech Republic,0,4,1,2025
Montenegro,Faroe Islands,1,0,1,2025
Dominica,Barbados,0,0,0,2025
Dominica,Barbados,0,0,0,2025
Saint Kitts and Nevis,Saint Vincent and the Grenadines,1,3,0,2025
Anguilla,Saint Kitts and Nevis,2,4,0,2025
Saint Vincent and the Grenadines,Saint Kitts and Nevis,3,0,0,2025
Jamaica,Trinidad and Tobago,3,2,1,2025
Nigeria,Ghana,2,1,1,2025
Oman,Lebanon,1,0,0,2025
Malaysia,Cape Verde,1,1,0,2025
Saint Vincent and the Grenadines,British Virgin Islands,1,1,0,2025
Saudi Arabia,Jordan,2,0,0,2025
Trinidad and Tobago,Ghana,0,4,1,2025
Jamaica,Nigeria,2,2,1,2025
Grenada,Anguilla,2,0,0,2025
El Salvador,Guatemala,1,1,0,2025
Puerto Rico,Nicaragua,1,1,0,2025
Tunisia,Burkina Faso,2,0,0,2025
Malaysia,Cape Verde,0,3,0,2025
Germany,Portugal,1,2,1,2025
Thailand,India,2,0,0,2025
Bangladesh,Bhutan,2,0,0,2025
Bermuda,Cayman Islands,5,0,1,2025
Grenada,Bahamas,6,0,1,2025
Barbados,Aruba,1,1,1,2025
Montserrat,Belize,1,0,1,2025
Dominica,British Virgin Islands,3,0,1,2025
Saint Vincent and the Grenadines,Anguilla,6,0,1,2025
Spain,France,5,4,1,2025
Algeria,Rwanda,2,0,0,2025
Belarus,Kazakhstan,4,1,0,2025
Cambodia,Tajikistan,1,2,0,2025
DR Congo,Mali,1,0,0,2025
Georgia,Faroe Islands,1,0,0,2025
Hong Kong,Nepal,0,0,0,2025
Singapore,Maldives,3,1,0,2025
Ecuador,Brazil,0,0,1,2025
Paraguay,Uruguay,2,0,1,2025
Chile,Argentina,0,1,1,2025
United Arab Emirates,Uzbekistan,0,0,1,2025
North Korea,Kyrgyzstan,2,2,1,2025
Qatar,Iran,1,0,1,2025
Oman,Jordan,0,3,1,2025
Iraq,South Korea,0,2,1,2025
Kuwait,Palestine,0,2,1,2025
Bahrain,Saudi Arabia,0,2,1,2025
Australia,Japan,1,0,1,2025
Indonesia,China,1,0,1,2025
Sri Lanka,Brunei,1,0,0,2025
Bulgaria,Cyprus,2,2,0,2025
Burundi,Guinea-Bissau,1,0,0,2025
Central African Republic,Mauritania,2,1,0,2025
Equatorial Guinea,Gambia,1,2,0,2025
Hungary,Sweden,0,2,0,2025
Kosovo,Armenia,5,2,0,2025
Luxembourg,Slovenia,0,1,0,2025
Morocco,Tunisia,2,0,0,2025
Niger,Gabon,4,3,0,2025
Poland,Moldova,2,0,0,2025
Republic of Ireland,Senegal,1,1,0,2025
Scotland,Iceland,1,3,0,2025
South Africa,Tanzania,0,0,0,2025
Uganda,Cameroon,0,3,0,2025
Zimbabwe,Burkina Faso,0,2,0,2025
Russia,Nigeria,1,1,0,2025
Colombia,Peru,0,0,1,2025
Venezuela,Bolivia,2,0,1,2025
Norway,Italy,3,0,1,2025
Estonia,Israel,1,3,1,2025
Wales,Liechtenstein,3,0,1,2025
North Macedonia,Belgium,1,1,1,2025
Czech Republic,Montenegro,2,0,1,2025
Gibraltar,Croatia,0,7,1,2025
Antigua and Barbuda,Cuba,0,1,1,2025
Trinidad and Tobago,Saint Kitts and Nevis,6,2,1,2025
Curaçao,Saint Lucia,4,0,1,2025
Nicaragua,Guyana,1,0,1,2025
Guatemala,Dominican Republic,4,2,1,2025
Suriname,Puerto Rico,1,0,1,2025
Denmark,Northern Ireland,2,1,0,2025
Greece,Slovakia,4,1,0,2025
Latvia,Azerbaijan,0,0,0,2025
Mexico,Switzerland,2,4,0,2025
United States,Turkey,1,2,0,2025
Malta,Lithuania,0,0,1,2025
Finland,Netherlands,0,2,1,2025
Bosnia and Herzegovina,San Marino,1,0,1,2025
Austria,Romania,2,1,1,2025
Andorra,England,0,1,1,2025
Albania,Serbia,0,0,1,2025
Canada,Ukraine,4,2,1,2025
Ivory Coast,New Zealand,0,1,1,2025
Kenya,Chad,0,0,0,2025
Cayman Islands,Honduras,0,1,1,2025
Bahamas,Costa Rica,0,8,1,2025
Aruba,Haiti,0,5,1,2025
Belize,Panama,0,2,1,2025
British Virgin Islands,Jamaica,0,1,1,2025
Anguilla,El Salvador,0,3,1,2025
Germany,France,0,2,1,2025
Portugal,Spain,2,2,1,2025
DR Congo,Madagascar,3,1,0,2025
Georgia,Cape Verde,1,1,0,2025
Algeria,Rwanda,2,0,0,2025
Equatorial Guinea,Cameroon,1,1,0,2025
Gabon,Guinea-Bissau,2,0,0,2025
Kosovo,Comoros,4,2,0,2025
Liechtenstein,Scotland,0,4,0,2025
Montenegro,Armenia,2,2,0,2025
Morocco,Benin,1,0,0,2025
Uganda,Gambia,1,1,0,2025
Italy,Moldova,2,0,1,2025
Estonia,Norway,0,1,1,2025
Kazakhstan,North Macedonia,0,1,1,2025
Belgium,Wales,4,3,1,2025
Faroe Islands,Gibraltar,2,1,1,2025
Croatia,Czech Republic,5,1,1,2025
Timor-Leste,Maldives,1,0,1,2025
Philippines,Tajikistan,2,2,1,2025
Brunei,Bhutan,2,1,1,2025
Yemen,Lebanon,0,0,1,2025
Bangladesh,Singapore,1,2,1,2025
Hong Kong,India,1,0,1,2025
Sri Lanka,Taiwan,3,1,1,2025
Turkmenistan,Thailand,3,1,1,2025
Myanmar,Pakistan,1,0,1,2025
Afghanistan,Syria,0,1,1,2025
Laos,Nepal,2,1,1,2025
Malaysia,Vietnam,4,0,1,2025
Azerbaijan,Hungary,1,2,0,2025
Burundi,Mauritania,0,0,0,2025
Chad,Kenya,1,2,0,2025
Denmark,Lithuania,5,0,0,2025
England,Senegal,1,3,0,2025
Greece,Bulgaria,4,0,0,2025
Israel,Slovakia,1,0,0,2025
Luxembourg,Republic of Ireland,0,0,0,2025
Mexico,Turkey,1,0,0,2025
Niger,Zimbabwe,1,1,0,2025
Northern Ireland,Iceland,1,0,0,2025
Slovenia,Bosnia and Herzegovina,2,1,0,2025
South Africa,Mozambique,2,0,0,2025
Sweden,Algeria,4,3,0,2025
United States,Switzerland,0,4,0,2025
Bolivia,Chile,2,0,1,2025
Uruguay,Venezuela,2,0,1,2025
Peru,Ecuador,0,0,1,2025
Argentina,Colombia,1,1,1,2025
Brazil,Paraguay,1,0,1,2025
Uzbekistan,Qatar,3,0,1,2025
Iran,North Korea,3,0,1,2025
Kyrgyzstan,United Arab Emirates,1,1,1,2025
South Korea,Kuwait,4,0,1,2025
Jordan,Iraq,0,1,1,2025
Palestine,Oman,1,1,1,2025
China,Bahrain,1,0,1,2025
Japan,Indonesia,6,0,1,2025
Saudi Arabia,Australia,1,2,1,2025
Netherlands,Malta,8,0,1,2025
Finland,Poland,2,1,1,2025
San Marino,Austria,0,4,1,2025
Romania,Cyprus,2,0,1,2025
Serbia,Andorra,3,0,1,2025
Latvia,Albania,1,1,1,2025
New Zealand,Ukraine,1,2,1,2025
Canada,Ivory Coast,0,0,1,2025
Belarus,Russia,1,4,0,2025
Cuba,Bermuda,1,2,1,2025
Honduras,Antigua and Barbuda,2,0,1,2025
Saint Kitts and Nevis,Grenada,2,3,1,2025
Costa Rica,Trinidad and Tobago,2,1,1,2025
Saint Lucia,Barbados,2,1,1,2025
Haiti,Curaçao,1,5,1,2025
Guyana,Montserrat,3,0,1,2025
Panama,Nicaragua,3,0,1,2025
Dominican Republic,Dominica,5,0,1,2025
Jamaica,Guatemala,3,0,1,2025
Puerto Rico,Saint Vincent and the Grenadines,2,1,1,2025
El Salvador,Suriname,1,1,1,2025
Mexico,Dominican Republic,3,2,1,2025
Costa Rica,Suriname,4,3,1,2025
United States,Trinidad and Tobago,5,0,1,2025
Haiti,Saudi Arabia,0,1,1,2025
Panama,Guadeloupe,5,2,1,2025
Jamaica,Guatemala,0,1,1,2025
Curaçao,El Salvador,0,0,1,2025
Canada,Honduras,6,0,1,2025
Costa Rica,Dominican Republic,2,1,1,2025
Suriname,Mexico,0,2,1,2025
Trinidad and Tobago,Haiti,1,1,1,2025
United States,Saudi Arabia,1,0,1,2025
Jamaica,Guadeloupe,2,1,1,2025
Guatemala,Panama,0,1,1,2025
Curaçao,Canada,1,1,1,2025
Honduras,El Salvador,2,0,1,2025
Mexico,Costa Rica,0,0,1,2025
Dominican Republic,Suriname,0,0,1,2025
Saudi Arabia,Trinidad and Tobago,1,1,1,2025
United States,Haiti,2,1,1,2025
Honduras,Curaçao,2,1,1,2025
Canada,El Salvador,2,0,1,2025
Panama,Jamaica,4,1,1,2025
Guadeloupe,Guatemala,2,3,1,2025
Panama,Honduras,1,1,1,2025
Mexico,Saudi Arabia,2,0,1,2025
Canada,Guatemala,1,1,1,2025
United States,Costa Rica,2,2,1,2025
Tamil Eelam,Tibet,4,0,1,2025
United States,Guatemala,2,1,1,2025
Mexico,Honduras,1,0,1,2025
Tamil Eelam,East Turkestan,2,1,1,2025
